,BTC,XRP,4b. close (USD),4b. close (USD),4b. close (USD)
2018-12-14,3224.17,0.28816,83.82,23.34,
2018-12-15,3211.72,0.28422,83.76,23.6,
2018-12-16,3228.67,0.28669,84.67,25.52,
2018-12-17,3509.08,0.32721,94.02,28.95,
2018-12-18,3652.98,0.34979,100.39,29.89,
2018-12-19,3662.22,0.34468,98.74,28.83,
2018-12-20,4049.62,0.37228,114.05,32.18,
2018-12-21,3838.66,0.35428,107.69,30.29,
2018-12-22,3948.91,0.35644,115.2,31.33,
2018-12-23,3929.71,0.3669,129.03,32.97,
2018-12-24,4008.01,0.40092,138.03,32.68,
2018-12-25,3745.79,0.37598,127.6,30.5,
2018-12-26,3777.74,0.37253,129.35,30.3,
2018-12-27,3567.91,0.33368,113.8,27.55,
2018-12-28,3839.26,0.36997,135.3,31.8,
2018-12-29,3695.32,0.35593,132.89,30.28,
2018-12-30,3801.91,0.36489,137.77,31.38,
2018-12-31,3702.9,0.34849,131.45,29.9,
2019-01-01,3797.14,0.3608,139.1,31.48,
2019-01-02,3858.56,0.36882,152.01,32.67,
2019-01-03,3766.78,0.3524,146.3,31.39,
2019-01-04,3792.01,0.35308,151.97,31.76,
2019-01-05,3770.96,0.34851,152.83,34.33,
2019-01-06,3987.6,0.36042,153.86,38.3,
2019-01-07,3975.45,0.36022,149.34,37.35,
2019-01-08,3955.13,0.36073,147.6,38.7,
2019-01-09,3966.65,0.3648,148.1,38.17,
2019-01-10,3585.88,0.32464,124.95,32.81,
2019-01-11,3601.31,0.3258,124.65,31.49,
2019-01-12,3583.13,0.32557,123.35,31.65,
2019-01-13,3476.81,0.31132,114.16,29.59,
2019-01-14,3626.09,0.32871,126.95,31.71,
2019-01-15,3553.06,0.3215,118.95,30.75,
2019-01-16,3591.84,0.3257,121.48,31.29,
2019-01-17,3616.21,0.32489,121.54,31.4,
2019-01-18,3594.87,0.32036,119.17,30.77,
2019-01-19,3665.3,0.3267,122.6,32.0,
2019-01-20,3539.28,0.3168,117.47,30.64,
2019-01-21,3526.9,0.31767,115.63,30.82,
2019-01-22,3570.93,0.31762,117.81,31.41,
2019-01-23,3552.82,0.31415,116.44,31.69,
2019-01-24,3569.62,0.31593,116.39,32.51,
2019-01-25,3565.29,0.31384,115.11,32.69,
2019-01-26,3565.25,0.31258,115.34,32.8,
2019-01-27,3550.84,0.30646,112.05,32.21,
2019-01-28,3434.15,0.29223,105.5,30.94,
2019-01-29,3411.04,0.28693,104.45,30.81,
2019-01-30,3458.18,0.32109,108.29,31.68,
2019-01-31,3434.1,0.30911,106.44,31.41,
2019-02-01,3462.07,0.30624,106.73,32.65,
2019-02-02,3504.77,0.3103,110.42,34.59,
2019-02-03,3458.11,0.30219,107.36,33.44,
2019-02-04,3463.22,0.29939,107.68,34.09,
2019-02-05,3471.59,0.29972,107.27,34.34,
2019-02-06,3405.37,0.2894,104.5,32.79,
2019-02-07,3398.4,0.29145,104.48,33.24,
2019-02-08,3659.04,0.31205,119.25,42.99,
2019-02-09,3665.18,0.31215,119.19,44.68,
2019-02-10,3680.06,0.30988,125.12,46.79,
2019-02-11,3631.05,0.30255,120.89,42.9,
2019-02-12,3631.46,0.30514,122.41,43.89,
2019-02-13,3609.4,0.30382,121.86,41.61,
2019-02-14,3590.56,0.30081,120.42,41.26,
2019-02-15,3602.47,0.30194,121.67,42.58,
2019-02-16,3618.41,0.30077,122.67,43.34,
2019-02-17,3667.58,0.30318,133.75,43.91,
2019-02-18,3898.6,0.32194,145.69,47.84,
2019-02-19,3907.79,0.32238,143.44,47.14,
2019-02-20,3969.74,0.3315,148.44,51.5,
2019-02-21,3937.31,0.3207,145.69,48.94,
2019-02-22,3962.0,0.32105,147.36,49.19,
2019-02-23,4117.76,0.33201,157.79,51.4,
2019-02-24,3743.56,0.29757,132.1,43.75,
2019-02-25,3827.92,0.32731,137.87,45.4,
2019-02-26,3809.23,0.31658,136.22,44.76,
2019-02-27,3818.07,0.31067,135.02,45.16,
2019-02-28,3813.69,0.3139,135.34,45.61,
2019-03-01,3823.0,0.31564,135.32,47.05,
2019-03-02,3819.93,0.31382,132.56,48.49,
2019-03-03,3807.75,0.31114,130.6,47.86,
2019-03-04,3715.3,0.30207,125.65,45.78,
2019-03-05,3857.73,0.31471,136.72,52.52,
2019-03-06,3861.84,0.31629,137.4,55.37,
2019-03-07,3873.64,0.31311,136.81,56.73,
2019-03-08,3864.89,0.30775,133.52,55.61,
2019-03-09,3943.04,0.31389,137.27,57.78,
2019-03-10,3916.82,0.31289,135.37,56.59,
2019-03-11,3871.61,0.30992,132.67,54.82,
2019-03-12,3882.73,0.31031,133.57,56.58,
2019-03-13,3866.0,0.31332,131.65,55.29,
2019-03-14,3877.12,0.31131,132.2,55.94,
2019-03-15,3923.76,0.31473,136.56,58.52,
2019-03-16,4005.98,0.31868,140.92,61.21,
2019-03-17,3981.14,0.3154,138.67,60.47,
2019-03-18,3987.81,0.31452,137.59,59.17,
2019-03-19,4015.53,0.31594,138.55,59.52,
2019-03-20,4043.04,0.31779,139.01,60.27,
2019-03-21,3980.64,0.30965,134.85,58.54,
2019-03-22,3986.93,0.31041,135.98,59.26,
2019-03-23,4006.01,0.31182,137.28,60.89,
2019-03-24,3992.18,0.30787,136.09,59.82,
2019-03-25,3936.12,0.3031,133.98,59.04,
2019-03-26,3948.55,0.30302,134.18,58.79,
2019-03-27,4038.05,0.31012,139.45,61.44,
2019-03-28,4027.81,0.30604,137.86,60.5,
2019-03-29,4103.25,0.30774,143.25,61.45,
2019-03-30,4106.97,0.31107,142.46,60.45,
2019-03-31,4103.95,0.30889,141.38,60.48,
2019-04-01,4144.56,0.31248,141.24,60.45,
2019-04-02,4857.29,0.3505,163.31,76.78,
2019-04-03,4932.6,0.34022,159.96,85.19,
2019-04-04,4898.66,0.32996,157.36,84.7,
2019-04-05,5004.95,0.3613,164.77,88.24,
2019-04-06,5043.89,0.35264,165.5,92.21,
2019-04-07,5170.27,0.3612,174.21,91.55,
2019-04-08,5236.9,0.35568,178.72,88.57,
2019-04-09,5150.0,0.34732,174.6,86.17,
2019-04-10,5308.25,0.35345,177.12,88.16,
2019-04-11,5017.37,0.32705,164.07,78.88,
2019-04-12,5048.01,0.32325,163.19,78.47,
2019-04-13,5045.22,0.32458,162.99,77.62,
2019-04-14,5131.3,0.32762,167.23,83.28,
2019-04-15,5024.95,0.31905,159.95,78.07,
2019-04-16,5173.72,0.32379,165.37,80.27,
2019-04-17,5202.82,0.33436,165.75,78.77,
2019-04-18,5258.44,0.33533,173.33,81.68,
2019-04-19,5258.68,0.32999,172.64,82.05,
2019-04-20,5291.73,0.32668,172.88,81.15,
2019-04-21,5256.14,0.31963,168.59,76.65,
2019-04-22,5357.14,0.32252,170.52,76.51,
2019-04-23,5493.31,0.31807,169.16,73.7,
2019-04-24,5415.0,0.29963,164.78,72.85,
2019-04-25,5219.9,0.29161,154.72,71.78,
2019-04-26,5314.1,0.3035,157.95,73.82,
2019-04-27,5295.69,0.29928,159.31,72.23,
2019-04-28,5307.52,0.29946,157.85,69.89,
2019-04-29,5238.14,0.29323,155.11,67.87,
2019-04-30,5320.81,0.3087,161.83,74.32,
2019-05-01,5383.2,0.30304,160.19,73.36,
2019-05-02,5492.87,0.30205,161.81,73.68,
2019-05-03,5772.69,0.30784,168.06,79.22,
2019-05-04,5829.45,0.30305,163.7,77.77,
2019-05-05,5775.62,0.30044,163.05,75.7,
2019-05-06,5747.79,0.30283,173.0,74.94,
2019-05-07,5846.34,0.29819,169.18,74.61,
2019-05-08,5987.29,0.29958,170.85,74.44,
2019-05-09,6209.18,0.29488,170.9,74.19,
2019-05-10,6373.33,0.29881,172.91,77.11,
2019-05-11,7076.22,0.31724,190.2,86.59,
2019-05-12,6967.31,0.31016,188.11,84.73,
2019-05-13,7790.71,0.32409,195.84,87.16,
2019-05-14,7947.56,0.409,216.4,91.17,
2019-05-15,8169.87,0.45734,248.1,102.02,
2019-05-16,7866.59,0.41876,264.25,95.49,
2019-05-17,7355.26,0.38862,244.3,89.76,
2019-05-18,7257.45,0.37183,233.6,86.51,
2019-05-19,8148.48,0.41631,259.51,94.58,
2019-05-20,7938.15,0.39636,250.37,91.1,
2019-05-21,7904.87,0.39524,253.43,90.79,
2019-05-22,7628.43,0.37183,243.64,87.74,
2019-05-23,7851.51,0.37956,244.56,88.61,
2019-05-24,7964.87,0.38286,248.87,100.5,
2019-05-25,8025.41,0.3852,250.22,102.66,
2019-05-26,8614.43,0.40372,264.45,111.0,
2019-05-27,8756.32,0.43331,270.53,116.3,
2019-05-28,8715.64,0.44877,271.03,114.81,
2019-05-29,8645.68,0.44307,268.83,115.06,
2019-05-30,8269.54,0.41789,254.56,107.78,
2019-05-31,8555.0,0.43851,267.9,114.6,
2019-06-01,8544.07,0.42894,264.33,112.35,
2019-06-02,8725.98,0.44396,268.88,114.39,
2019-06-03,8115.82,0.41731,249.91,105.99,
2019-06-04,7687.03,0.39878,241.39,102.2,
2019-06-05,7776.5,0.4001,245.63,103.66,
2019-06-06,7786.7,0.41937,248.76,111.19,
2019-06-07,7980.53,0.41886,248.77,116.71,
2019-06-08,7893.62,0.40699,243.25,118.01,
2019-06-09,7628.13,0.38527,230.98,114.66,
2019-06-10,7982.75,0.3999,246.51,129.15,
2019-06-11,7884.9,0.39192,244.29,135.69,
2019-06-12,8127.64,0.40074,261.15,135.32,
2019-06-13,8218.54,0.39876,254.67,130.55,
2019-06-14,8650.0,0.40201,262.47,132.0,
2019-06-15,8808.7,0.4095,267.82,137.54,
2019-06-16,8953.33,0.42703,267.73,136.45,
2019-06-17,9313.96,0.44705,273.16,133.8,
2019-06-18,9081.55,0.42694,264.66,135.22,
2019-06-19,9255.49,0.43406,268.14,136.43,
2019-06-20,9517.12,0.42995,271.22,135.46,
2019-06-21,10159.86,0.4425,294.35,138.28,
2019-06-22,10729.5,0.47729,310.79,142.26,
2019-06-23,10906.07,0.47015,308.52,137.5,
2019-06-24,11056.59,0.47385,311.64,135.77,
2019-06-25,11820.86,0.46809,318.26,136.33,
2019-06-26,13093.8,0.46805,339.39,132.25,
2019-06-27,11329.99,0.41049,298.35,116.01,
2019-06-28,12400.63,0.4261,311.05,120.01,
2019-06-29,11903.13,0.4262,317.62,133.86,
2019-06-30,10854.1,0.3962,292.7,123.25,
2019-07-01,10624.93,0.40691,295.07,123.17,
2019-07-02,10842.85,0.39794,291.48,118.77,
2019-07-03,11940.0,0.40456,301.14,121.36,
2019-07-04,11145.67,0.38723,282.73,119.61,
2019-07-05,10970.73,0.37881,287.47,118.35,0.0038701
2019-07-06,11256.49,0.39031,288.29,118.31,0.0035
2019-07-07,11406.24,0.39651,304.72,119.48,0.0035377
2019-07-08,12238.6,0.40073,311.97,122.92,0.003458
2019-07-09,12543.41,0.39362,307.46,119.24,0.0034545
2019-07-10,12108.37,0.36154,289.23,108.31,0.0033421
2019-07-11,11342.89,0.32875,268.63,102.98,0.003209
2019-07-12,11757.22,0.34336,274.62,104.86,0.0032622
2019-07-13,11355.76,0.33206,268.79,101.03,0.0032532
2019-07-14,10174.18,0.30366,225.85,89.66,0.0029175
2019-07-15,10838.72,0.31287,228.2,90.43,0.0030712
2019-07-16,9439.59,0.29543,198.88,79.61,0.0027994
2019-07-17,9667.92,0.31032,210.81,89.95,0.0028822
2019-07-18,10627.16,0.32035,225.73,101.16,0.0030979
2019-07-19,10504.29,0.3188,220.73,98.23,0.0030232
2019-07-20,10740.23,0.33279,228.2,100.25,0.0030787
2019-07-21,10589.45,0.33075,225.38,99.7,0.0030468
2019-07-22,10340.31,0.32111,217.51,95.31,0.0029567
2019-07-23,9864.91,0.30891,212.48,90.15,0.0028192
2019-07-24,9763.28,0.31548,216.31,94.5,0.0028741
2019-07-25,9879.87,0.31335,219.14,93.22,0.0028656
2019-07-26,9824.0,0.32303,218.81,94.06,0.0028798
2019-07-27,9476.52,0.30965,207.3,88.79,0.0028047
2019-07-28,9541.54,0.31218,211.62,90.0,0.0027932
2019-07-29,9507.64,0.31004,210.89,90.33,0.0027663
2019-07-30,9574.21,0.31823,209.58,90.15,0.0027885
2019-07-31,10080.53,0.31959,218.42,98.76,0.0028583
2019-08-01,10374.99,0.31575,216.84,98.64,0.0029004
2019-08-02,10523.75,0.31178,217.61,94.76,0.0028996
2019-08-03,10816.86,0.31596,222.14,94.17,0.0028994
2019-08-04,10929.23,0.31813,221.79,92.64,0.0029222
2019-08-05,11828.8,0.32242,233.54,96.56,0.0030428
2019-08-06,11481.69,0.3116,226.28,92.99,0.0029557
2019-08-07,11975.03,0.31109,226.1,90.59,0.0029856
2019-08-08,11999.77,0.30825,221.39,90.15,0.0029635
2019-08-09,11879.99,0.29649,210.53,84.24,0.002913
2019-08-10,11309.31,0.29918,206.48,85.46,0.00285
2019-08-11,11549.97,0.30316,216.42,89.93,0.0028874
2019-08-12,11396.08,0.3006,211.41,85.79,0.0028516
2019-08-13,10892.71,0.298,209.3,84.88,0.0028339
2019-08-14,10050.37,0.26353,187.1,75.9,0.0027161
2019-08-15,10293.93,0.26378,188.03,76.25,0.0025916
2019-08-16,10331.54,0.26047,184.88,74.67,0.002651
2019-08-17,10216.02,0.26546,185.59,72.65,0.0026251
2019-08-18,10306.78,0.2832,194.33,76.25,0.002695
2019-08-19,10915.54,0.28202,202.28,77.1,0.0027816
2019-08-20,10760.51,0.27432,196.6,75.14,0.002712
2019-08-21,10142.57,0.26589,187.45,73.27,0.0026398
2019-08-22,10099.88,0.27039,190.35,73.31,0.0026458
2019-08-23,10389.55,0.27664,194.02,75.38,0.0026668
2019-08-24,10134.35,0.27137,190.6,73.32,0.0026222
2019-08-25,10142.69,0.26954,186.54,72.1,0.0026237
2019-08-26,10372.25,0.27051,188.67,73.54,0.0026409
2019-08-27,10185.05,0.26954,187.24,72.9,0.0025993
2019-08-28,9721.0,0.25629,173.03,66.73,0.0024965
2019-08-29,9498.44,0.25698,169.01,63.59,0.0024244
2019-08-30,9584.54,0.25539,168.5,64.17,0.0024449
2019-08-31,9587.47,0.25747,171.57,64.24,0.0024528
2019-09-01,9724.98,0.25593,170.74,65.89,0.0024603
2019-09-02,10340.0,0.2606,178.05,66.92,0.0025882
2019-09-03,10615.28,0.26242,178.75,69.06,0.0025593
2019-09-04,10567.02,0.25843,174.72,67.01,0.0025097
2019-09-05,10564.49,0.25617,173.75,65.23,0.0024909
2019-09-06,10298.73,0.2511,169.08,64.87,0.00247
2019-09-07,10455.88,0.25993,177.62,68.77,0.0024542
2019-09-08,10381.18,0.26205,181.19,70.36,0.0024585
2019-09-09,10303.12,0.25855,180.54,69.89,0.0024351
2019-09-10,10098.15,0.25859,179.81,70.85,0.0024185
