,Date,BTC,ETH,LTC,XRP
404,2020-05-07,9986.40000000,212.00000000,47.37000000,0.21862000
405,2020-05-06,9142.92000000,198.97000000,44.94000000,0.21158000
406,2020-05-05,9021.83000000,205.29000000,46.54000000,0.21688000
407,2020-05-04,8871.96000000,206.48000000,46.96000000,0.21776000
408,2020-05-03,8894.16000000,209.86000000,48.05000000,0.21936000
409,2020-05-02,8972.05000000,213.90000000,49.20000000,0.22369000
410,2020-05-01,8826.96000000,212.02000000,47.07000000,0.21786000
411,2020-04-30,8620.00000000,206.08000000,46.33000000,0.21135000
412,2020-04-29,8778.57000000,215.36000000,48.81000000,0.22648000
413,2020-04-28,7738.98000000,196.24000000,45.69000000,0.21416000
414,2020-04-27,7774.62000000,196.34000000,44.46000000,0.19747000
415,2020-04-26,7693.10000000,197.38000000,44.52000000,0.19618000
416,2020-04-25,7538.67000000,194.21000000,44.38000000,0.19418000
417,2020-04-24,7505.00000000,187.59000000,44.53000000,0.19325000
418,2020-04-23,7482.39000000,185.51000000,42.98000000,0.19260000
419,2020-04-22,7125.14000000,182.70000000,41.80000000,0.18804000
420,2020-04-21,6841.37000000,170.74000000,40.59000000,0.18341000
421,2020-04-20,6826.83000000,170.20000000,40.21000000,0.18151000
422,2020-04-19,7120.74000000,180.03000000,42.23000000,0.18901000
423,2020-04-18,7248.60000000,187.40000000,44.14000000,0.19544000
424,2020-04-17,7027.55000000,170.69000000,42.19000000,0.18863000
425,2020-04-16,7101.94000000,172.29000000,42.53000000,0.19053000
426,2020-04-15,6621.24000000,152.73000000,39.22000000,0.18050000
427,2020-04-14,6868.70000000,158.45000000,41.22000000,0.18613000
428,2020-04-13,6837.91000000,156.29000000,41.22000000,0.18763000
429,2020-04-12,6903.79000000,158.59000000,42.00000000,0.18939000
430,2020-04-11,6876.83000000,158.33000000,42.54000000,0.18850000
431,2020-04-10,6858.92000000,157.81000000,42.25000000,0.18758000
432,2020-04-09,7283.54000000,169.52000000,46.21000000,0.19829000
433,2020-04-08,7361.28000000,173.11000000,46.55000000,0.20192000
434,2020-04-07,7197.32000000,164.63000000,44.77000000,0.19285000
435,2020-04-06,7329.90000000,171.32000000,45.04000000,0.19803000
436,2020-04-05,6772.78000000,142.68000000,40.31000000,0.17925000
437,2020-04-04,6856.99000000,144.10000000,40.71000000,0.18114000
438,2020-04-03,6734.10000000,141.31000000,40.46000000,0.17957000
439,2020-04-02,6794.09000000,141.28000000,39.86000000,0.17828000
440,2020-04-01,6642.92000000,135.69000000,39.23000000,0.17494000
441,2020-03-31,6410.44000000,132.72000000,39.08000000,0.17353000
442,2020-03-30,6394.38000000,132.06000000,38.91000000,0.17112000
443,2020-03-29,5881.42000000,124.50000000,37.11000000,0.16278000
444,2020-03-28,6236.65000000,130.98000000,38.87000000,0.17543000
445,2020-03-27,6359.11000000,131.33000000,38.04000000,0.17269000
446,2020-03-26,6737.36000000,138.40000000,40.41000000,0.17593000
447,2020-03-25,6677.43000000,136.10000000,39.17000000,0.16168000
448,2020-03-24,6744.72000000,138.42000000,40.57000000,0.16225000
449,2020-03-23,6467.31000000,135.92000000,38.94000000,0.15854000
450,2020-03-22,5816.19000000,122.32000000,35.40000000,0.14776000
451,2020-03-21,6186.98000000,132.66000000,38.32000000,0.15797000
452,2020-03-20,6208.36000000,133.48000000,38.08000000,0.15695000
453,2020-03-19,6162.37000000,136.30000000,38.90000000,0.16460000
454,2020-03-18,5393.04000000,118.11000000,34.71000000,0.14760000
455,2020-03-17,5312.64000000,115.67000000,34.07000000,0.14694000
456,2020-03-16,5028.97000000,111.02000000,33.20000000,0.14102000
457,2020-03-15,5361.30000000,123.78000000,36.38000000,0.15308000
458,2020-03-14,5172.06000000,122.54000000,34.40000000,0.14588000
459,2020-03-13,5578.60000000,134.06000000,37.52000000,0.15872000
460,2020-03-12,4800.00000000,107.82000000,29.83000000,0.13549000
461,2020-03-11,7934.52000000,194.61000000,48.53000000,0.20813000
462,2020-03-10,7894.56000000,200.70000000,50.26000000,0.21185000
463,2020-03-09,7929.87000000,202.81000000,50.39000000,0.20952000
464,2020-03-08,8033.31000000,199.43000000,51.00000000,0.20385000
465,2020-03-07,8886.66000000,237.23000000,60.46000000,0.23622000
466,2020-03-06,9131.88000000,244.88000000,63.22000000,0.24477000
467,2020-03-05,9054.68000000,228.38000000,62.06000000,0.23909000
468,2020-03-04,8750.87000000,224.26000000,60.38000000,0.23453000
469,2020-03-03,8760.07000000,223.91000000,61.01000000,0.23428000
470,2020-03-02,8915.24000000,231.97000000,61.42000000,0.23958000
471,2020-03-01,8531.88000000,217.81000000,57.70000000,0.22696000
472,2020-02-29,8523.61000000,217.21000000,58.05000000,0.22892000
473,2020-02-28,8692.91000000,226.76000000,59.89000000,0.23663000
474,2020-02-27,8823.21000000,227.79000000,61.77000000,0.23850000
475,2020-02-26,8785.25000000,223.93000000,60.53000000,0.22915000
476,2020-02-25,9315.84000000,246.67000000,70.98000000,0.25209000
477,2020-02-24,9656.13000000,265.52000000,75.59000000,0.27040000
478,2020-02-23,9936.40000000,274.48000000,79.52000000,0.28298000
479,2020-02-22,9650.86000000,261.57000000,74.79000000,0.27468000
480,2020-02-21,9677.05000000,265.27000000,73.25000000,0.27418000
481,2020-02-20,9596.42000000,256.96000000,69.40000000,0.27090000
482,2020-02-19,9593.79000000,258.45000000,70.61000000,0.27466000
483,2020-02-18,10164.71000000,282.61000000,77.25000000,0.29827000
484,2020-02-17,9706.00000000,267.85000000,73.41000000,0.28736000
485,2020-02-16,9917.27000000,258.85000000,74.67000000,0.29224000
486,2020-02-15,9904.72000000,264.88000000,76.70000000,0.30729000
487,2020-02-14,10344.36000000,285.15000000,83.14000000,0.33594000
488,2020-02-13,10229.63000000,268.32000000,80.55000000,0.32709000
489,2020-02-12,10326.46000000,265.74000000,81.17000000,0.30427000
490,2020-02-11,10223.08000000,236.69000000,76.46000000,0.28100000
491,2020-02-10,9851.83000000,222.89000000,74.02000000,0.27338000
492,2020-02-09,10151.75000000,228.49000000,77.00000000,0.28257000
493,2020-02-08,9895.05000000,223.05000000,76.56000000,0.27735000
494,2020-02-07,9813.73000000,223.33000000,74.30000000,0.27953000
495,2020-02-06,9772.00000000,213.19000000,73.60000000,0.28325000
496,2020-02-05,9612.04000000,203.78000000,72.59000000,0.27774000
497,2020-02-04,9197.02000000,188.91000000,68.07000000,0.26737000
498,2020-02-03,9292.24000000,189.69000000,69.65000000,0.25453000
499,2020-02-02,9331.51000000,188.44000000,69.93000000,0.25093000
500,2020-02-01,9384.61000000,183.60000000,70.72000000,0.24141000
501,2020-01-31,9352.89000000,179.99000000,68.00000000,0.23946000
502,2020-01-30,9513.21000000,184.69000000,67.98000000,0.24376000
503,2020-01-29,9301.53000000,173.72000000,59.80000000,0.23539000
504,2020-01-28,9374.21000000,175.64000000,60.52000000,0.23906000
505,2020-01-27,8907.57000000,170.08000000,58.55000000,0.23077000
506,2020-01-26,8615.00000000,167.86000000,56.24000000,0.23131000
507,2020-01-25,8340.58000000,160.35000000,53.25000000,0.21946000
508,2020-01-24,8439.00000000,162.54000000,54.38000000,0.22222000
509,2020-01-23,8404.52000000,162.81000000,54.52000000,0.22586000
510,2020-01-22,8682.36000000,168.07000000,58.33000000,0.23733000
511,2020-01-21,8736.03000000,169.49000000,57.57000000,0.23726000
512,2020-01-20,8642.35000000,166.87000000,57.19000000,0.23314000
513,2020-01-19,8701.70000000,166.79000000,57.60000000,0.23558000
514,2020-01-18,8915.96000000,174.14000000,59.32000000,0.24357000
515,2020-01-17,8913.28000000,169.85000000,61.02000000,0.23921000
516,2020-01-16,8720.01000000,164.21000000,57.56000000,0.22900000
517,2020-01-15,8821.41000000,166.40000000,58.16000000,0.23367000
518,2020-01-14,8810.01000000,165.64000000,58.39000000,0.23464000
519,2020-01-13,8110.34000000,143.58000000,49.60000000,0.21134000
520,2020-01-12,8184.98000000,146.54000000,51.43000000,0.21539000
521,2020-01-11,8020.01000000,142.38000000,49.30000000,0.21121000
522,2020-01-10,8197.02000000,144.84000000,49.06000000,0.21284000
523,2020-01-09,7817.76000000,137.74000000,44.74000000,0.20373000
524,2020-01-08,8055.98000000,140.72000000,45.35000000,0.20750000
525,2020-01-07,8145.28000000,142.80000000,46.30000000,0.21335000
526,2020-01-06,7758.00000000,144.15000000,45.80000000,0.22310000
527,2020-01-05,7358.75000000,135.37000000,43.30000000,0.19453000
528,2020-01-04,7354.11000000,134.20000000,42.78000000,0.19305000
529,2020-01-03,7344.96000000,134.35000000,42.23000000,0.19338000
530,2020-01-02,6965.71000000,127.19000000,39.43000000,0.18750000
531,2020-01-01,7200.85000000,130.77000000,41.62000000,0.19305000
532,2019-12-31,7195.23000000,129.16000000,41.30000000,0.19295000
533,2019-12-30,7246.00000000,131.59000000,42.38000000,0.19326000
534,2019-12-29,7388.24000000,134.36000000,43.08000000,0.19653000
535,2019-12-28,7316.14000000,128.11000000,42.83000000,0.19320000
536,2019-12-27,7254.74000000,126.29000000,40.95000000,0.19003000
537,2019-12-26,7202.00000000,125.58000000,40.01000000,0.18923000
538,2019-12-25,7204.63000000,125.09000000,40.08000000,0.18852000
539,2019-12-24,7255.77000000,127.75000000,40.34000000,0.19077000
540,2019-12-23,7317.09000000,127.80000000,40.56000000,0.18953000
541,2019-12-22,7501.44000000,132.09000000,41.82000000,0.19649000
542,2019-12-21,7132.75000000,126.99000000,39.67000000,0.19143000
543,2019-12-20,7187.83000000,128.19000000,40.17000000,0.19521000
544,2019-12-19,7150.30000000,128.10000000,39.65000000,0.18780000
545,2019-12-18,7277.83000000,132.78000000,40.79000000,0.19573000
546,2019-12-17,6623.82000000,121.88000000,36.92000000,0.18310000
547,2019-12-16,6891.72000000,132.73000000,39.99000000,0.20550000
548,2019-12-15,7118.59000000,142.46000000,43.44000000,0.21735000
549,2019-12-14,7064.05000000,141.79000000,43.25000000,0.21605000
550,2019-12-13,7258.48000000,144.80000000,44.44000000,0.22054000
551,2019-12-12,7198.08000000,144.87000000,43.65000000,0.21837000
552,2019-12-11,7210.00000000,143.39000000,43.70000000,0.22093000
553,2019-12-10,7224.13000000,145.56000000,44.09000000,0.22256000
554,2019-12-09,7338.64000000,147.38000000,44.45000000,0.22445000
555,2019-12-08,7510.11000000,150.44000000,45.56000000,0.22909000
556,2019-12-07,7488.21000000,147.14000000,45.15000000,0.22699000
557,2019-12-06,7527.47000000,148.45000000,45.28000000,0.22546000
558,2019-12-05,7389.00000000,148.10000000,44.81000000,0.22118000
559,2019-12-04,7194.32000000,145.38000000,44.67000000,0.21390000
560,2019-12-03,7292.71000000,147.17000000,44.75000000,0.21951000
561,2019-12-02,7294.28000000,148.65000000,45.45000000,0.21914000
562,2019-12-01,7390.89000000,150.73000000,47.45000000,0.22477000
563,2019-11-30,7541.89000000,151.37000000,47.21000000,0.22550000
564,2019-11-29,7739.68000000,154.57000000,48.54000000,0.22998000
565,2019-11-28,7419.49000000,150.72000000,46.79000000,0.22313000
566,2019-11-27,7508.52000000,152.62000000,47.70000000,0.22400000
567,2019-11-26,7156.14000000,147.47000000,46.91000000,0.22060000
568,2019-11-25,7109.57000000,145.69000000,45.47000000,0.21731000
569,2019-11-24,6903.28000000,139.96000000,43.86000000,0.21989000
570,2019-11-23,7311.57000000,151.84000000,48.10000000,0.23407000
571,2019-11-22,7268.23000000,149.56000000,47.32000000,0.23000000
572,2019-11-21,7627.74000000,161.01000000,50.61000000,0.24345000
573,2019-11-20,8098.01000000,174.72000000,54.98000000,0.25014000
574,2019-11-19,8133.64000000,175.94000000,55.13000000,0.25398000
575,2019-11-18,8187.17000000,178.20000000,55.81000000,0.25179000
576,2019-11-17,8502.40000000,183.82000000,59.22000000,0.26311000
577,2019-11-16,8491.02000000,182.37000000,58.30000000,0.26218000
578,2019-11-15,8471.73000000,180.00000000,57.60000000,0.26069000
579,2019-11-14,8646.68000000,184.92000000,59.00000000,0.26795000
580,2019-11-13,8777.12000000,188.11000000,60.96000000,0.27202000
581,2019-11-12,8821.94000000,187.09000000,61.42000000,0.27222000
582,2019-11-11,8733.27000000,184.98000000,61.84000000,0.27423000
583,2019-11-10,9039.47000000,188.96000000,63.65000000,0.27894000
584,2019-11-09,8809.41000000,184.89000000,62.04000000,0.27990000
585,2019-11-08,8773.73000000,183.74000000,60.38000000,0.27547000
586,2019-11-07,9216.20000000,186.68000000,61.39000000,0.29061000
587,2019-11-06,9339.05000000,191.16000000,64.11000000,0.31009000
588,2019-11-05,9308.66000000,188.68000000,63.12000000,0.30061000
589,2019-11-04,9393.35000000,185.71000000,61.29000000,0.29863000
590,2019-11-03,9194.71000000,181.54000000,58.29000000,0.29024000
591,2019-11-02,9289.52000000,182.91000000,58.25000000,0.29456000
592,2019-11-01,9231.61000000,182.85000000,58.23000000,0.29146000
593,2019-10-31,9140.85000000,182.18000000,58.29000000,0.29452000
594,2019-10-30,9154.72000000,183.13000000,57.89000000,0.29471000
595,2019-10-29,9407.62000000,190.46000000,59.75000000,0.30192000
596,2019-10-28,9205.14000000,181.72000000,57.70000000,0.29447000
597,2019-10-27,9529.93000000,183.75000000,59.78000000,0.29818000
598,2019-10-26,9230.00000000,179.49000000,56.71000000,0.29351000
599,2019-10-25,8655.02000000,181.50000000,56.93000000,0.29829000
600,2019-10-24,7412.41000000,160.38000000,49.54000000,0.27596000
601,2019-10-23,7466.62000000,162.35000000,49.50000000,0.27306000
602,2019-10-22,8020.00000000,171.20000000,53.39000000,0.29046000
603,2019-10-21,8197.27000000,173.98000000,54.57000000,0.29187000
604,2019-10-20,8223.35000000,175.22000000,54.85000000,0.29386000
605,2019-10-19,7948.01000000,171.79000000,53.72000000,0.29145000
606,2019-10-18,7947.01000000,172.74000000,53.21000000,0.29404000
607,2019-10-17,8070.58000000,177.16000000,54.94000000,0.30167000
608,2019-10-16,7991.74000000,174.47000000,52.45000000,0.28331000
609,2019-10-15,8159.29000000,180.49000000,54.58000000,0.28859000
610,2019-10-14,8348.20000000,186.72000000,56.83000000,0.29727000
611,2019-10-13,8275.01000000,180.99000000,56.46000000,0.27726000
612,2019-10-12,8300.09000000,179.68000000,55.70000000,0.27226000
613,2019-10-11,8258.50000000,180.72000000,55.85000000,0.26743000
614,2019-10-10,8558.03000000,191.14000000,57.47000000,0.27021000
615,2019-10-09,8560.74000000,192.62000000,59.12000000,0.28082000
616,2019-10-08,8168.39000000,180.60000000,56.94000000,0.27740000
617,2019-10-07,8190.09000000,179.85000000,57.46000000,0.27592000
618,2019-10-06,7854.25000000,170.10000000,54.41000000,0.25552000
619,2019-10-05,8126.19000000,176.25000000,56.69000000,0.25325000
620,2019-10-04,8137.13000000,175.55000000,56.30000000,0.25243000
621,2019-10-03,8223.96000000,174.69000000,56.44000000,0.24674000
622,2019-10-02,8359.94000000,180.24000000,56.23000000,0.25247000
623,2019-10-01,8292.44000000,175.66000000,55.63000000,0.24788000
624,2019-09-30,8289.34000000,180.85000000,55.99000000,0.25660000
625,2019-09-29,8043.82000000,169.24000000,53.82000000,0.24024000
626,2019-09-28,8198.81000000,173.49000000,55.37000000,0.24163000
627,2019-09-27,8177.91000000,173.79000000,55.86000000,0.24208000
628,2019-09-26,8063.73000000,165.92000000,55.19000000,0.24220000
629,2019-09-25,8430.05000000,169.96000000,57.43000000,0.24570000
630,2019-09-24,8493.14000000,165.81000000,54.57000000,0.23282000
631,2019-09-23,9702.25000000,201.29000000,66.54000000,0.26786000
632,2019-09-22,10028.87000000,211.20000000,72.23000000,0.27653000
633,2019-09-21,9986.39000000,215.05000000,73.22000000,0.28961000
634,2019-09-20,10168.59000000,218.03000000,75.05000000,0.29360000
635,2019-09-19,10244.29000000,220.24000000,76.56000000,0.30062000
636,2019-09-18,10156.99000000,210.21000000,77.81000000,0.31344000
637,2019-09-17,10187.82000000,207.84000000,74.04000000,0.28561000
638,2019-09-16,10251.31000000,197.22000000,72.63000000,0.26098000
639,2019-09-15,10302.01000000,189.03000000,70.04000000,0.26022000
640,2019-09-14,10335.02000000,188.13000000,70.50000000,0.26124000
641,2019-09-13,10342.06000000,180.95000000,68.93000000,0.25520000
642,2019-09-12,10415.01000000,180.72000000,69.15000000,0.25406000
643,2019-09-11,10158.33000000,178.28000000,69.80000000,0.25519000
644,2019-09-10,10098.15000000,179.81000000,70.85000000,0.25859000
645,2019-09-09,10303.12000000,180.54000000,69.89000000,0.25855000
646,2019-09-08,10381.18000000,181.19000000,70.36000000,0.26205000
647,2019-09-07,10455.88000000,177.62000000,68.77000000,0.25993000
648,2019-09-06,10298.73000000,169.08000000,64.87000000,0.25110000
649,2019-09-05,10564.49000000,173.75000000,65.23000000,0.25617000
650,2019-09-04,10567.02000000,174.72000000,67.01000000,0.25843000
651,2019-09-03,10615.28000000,178.75000000,69.06000000,0.26242000
652,2019-09-02,10340.00000000,178.05000000,66.92000000,0.26060000
653,2019-09-01,9724.98000000,170.74000000,65.89000000,0.25593000
654,2019-08-31,9587.47000000,171.57000000,64.24000000,0.25747000
655,2019-08-30,9584.54000000,168.50000000,64.17000000,0.25539000
656,2019-08-29,9498.44000000,169.01000000,63.59000000,0.25698000
657,2019-08-28,9721.00000000,173.03000000,66.73000000,0.25629000
658,2019-08-27,10185.05000000,187.24000000,72.90000000,0.26954000
659,2019-08-26,10372.25000000,188.67000000,73.54000000,0.27051000
660,2019-08-25,10142.69000000,186.54000000,72.10000000,0.26954000
661,2019-08-24,10134.35000000,190.60000000,73.32000000,0.27137000
662,2019-08-23,10389.55000000,194.02000000,75.38000000,0.27664000
663,2019-08-22,10099.88000000,190.35000000,73.31000000,0.27039000
664,2019-08-21,10142.57000000,187.45000000,73.27000000,0.26589000
665,2019-08-20,10760.51000000,196.60000000,75.14000000,0.27432000
666,2019-08-19,10915.54000000,202.28000000,77.10000000,0.28202000
667,2019-08-18,10306.78000000,194.33000000,76.25000000,0.28320000
668,2019-08-17,10216.02000000,185.59000000,72.65000000,0.26546000
669,2019-08-16,10331.54000000,184.88000000,74.67000000,0.26047000
670,2019-08-15,10293.93000000,188.03000000,76.25000000,0.26378000
671,2019-08-14,10050.37000000,187.10000000,75.90000000,0.26353000
672,2019-08-13,10892.71000000,209.30000000,84.88000000,0.29800000
673,2019-08-12,11396.08000000,211.41000000,85.79000000,0.30060000
674,2019-08-11,11549.97000000,216.42000000,89.93000000,0.30316000
675,2019-08-10,11309.31000000,206.48000000,85.46000000,0.29918000
676,2019-08-09,11879.99000000,210.53000000,84.24000000,0.29649000
677,2019-08-08,11999.77000000,221.39000000,90.15000000,0.30825000
678,2019-08-07,11975.03000000,226.10000000,90.59000000,0.31109000
679,2019-08-06,11481.69000000,226.28000000,92.99000000,0.31160000
680,2019-08-05,11828.80000000,233.54000000,96.56000000,0.32242000
681,2019-08-04,10929.23000000,221.79000000,92.64000000,0.31813000
682,2019-08-03,10816.86000000,222.14000000,94.17000000,0.31596000
683,2019-08-02,10523.75000000,217.61000000,94.76000000,0.31178000
684,2019-08-01,10374.99000000,216.84000000,98.64000000,0.31575000
685,2019-07-31,10080.53000000,218.42000000,98.76000000,0.31959000
686,2019-07-30,9574.21000000,209.58000000,90.15000000,0.31823000
687,2019-07-29,9507.64000000,210.89000000,90.33000000,0.31004000
688,2019-07-28,9541.54000000,211.62000000,90.00000000,0.31218000
689,2019-07-27,9476.52000000,207.30000000,88.79000000,0.30965000
690,2019-07-26,9824.00000000,218.81000000,94.06000000,0.32303000
691,2019-07-25,9879.87000000,219.14000000,93.22000000,0.31335000
692,2019-07-24,9763.28000000,216.31000000,94.50000000,0.31548000
693,2019-07-23,9864.91000000,212.48000000,90.15000000,0.30891000
694,2019-07-22,10340.31000000,217.51000000,95.31000000,0.32111000
695,2019-07-21,10589.45000000,225.38000000,99.70000000,0.33075000
696,2019-07-20,10740.23000000,228.20000000,100.25000000,0.33279000
697,2019-07-19,10504.29000000,220.73000000,98.23000000,0.31880000
698,2019-07-18,10627.16000000,225.73000000,101.16000000,0.32035000
699,2019-07-17,9667.92000000,210.81000000,89.95000000,0.31032000
700,2019-07-16,9439.59000000,198.88000000,79.61000000,0.29543000
701,2019-07-15,10838.72000000,228.20000000,90.43000000,0.31287000
702,2019-07-14,10174.18000000,225.85000000,89.66000000,0.30366000
703,2019-07-13,11355.76000000,268.79000000,101.03000000,0.33206000
704,2019-07-12,11757.22000000,274.62000000,104.86000000,0.34336000
705,2019-07-11,11342.89000000,268.63000000,102.98000000,0.32875000
706,2019-07-10,12108.37000000,289.23000000,108.31000000,0.36154000
707,2019-07-09,12543.41000000,307.46000000,119.24000000,0.39362000
708,2019-07-08,12238.60000000,311.97000000,122.92000000,0.40073000
709,2019-07-07,11406.24000000,304.72000000,119.48000000,0.39651000
710,2019-07-06,11256.49000000,288.29000000,118.31000000,0.39031000
711,2019-07-05,10970.73000000,287.47000000,118.35000000,0.37881000
712,2019-07-04,11145.67000000,282.73000000,119.61000000,0.38723000
713,2019-07-03,11940.00000000,301.14000000,121.36000000,0.40456000
714,2019-07-02,10842.85000000,291.48000000,118.77000000,0.39794000
715,2019-07-01,10624.93000000,295.07000000,123.17000000,0.40691000
716,2019-06-30,10854.10000000,292.70000000,123.25000000,0.39620000
717,2019-06-29,11903.13000000,317.62000000,133.86000000,0.42620000
718,2019-06-28,12400.63000000,311.05000000,120.01000000,0.42610000
719,2019-06-27,11329.99000000,298.35000000,116.01000000,0.41049000
720,2019-06-26,13093.80000000,339.39000000,132.25000000,0.46805000
721,2019-06-25,11820.86000000,318.26000000,136.33000000,0.46809000
722,2019-06-24,11056.59000000,311.64000000,135.77000000,0.47385000
723,2019-06-23,10906.07000000,308.52000000,137.50000000,0.47015000
724,2019-06-22,10729.50000000,310.79000000,142.26000000,0.47729000
725,2019-06-21,10159.86000000,294.35000000,138.28000000,0.44250000
726,2019-06-20,9517.12000000,271.22000000,135.46000000,0.42995000
727,2019-06-19,9255.49000000,268.14000000,136.43000000,0.43406000
728,2019-06-18,9081.55000000,264.66000000,135.22000000,0.42694000
729,2019-06-17,9313.96000000,273.16000000,133.80000000,0.44705000
730,2019-06-16,8953.33000000,267.73000000,136.45000000,0.42703000
731,2019-06-15,8808.70000000,267.82000000,137.54000000,0.40950000
732,2019-06-14,8650.00000000,262.47000000,132.00000000,0.40201000
733,2019-06-13,8218.54000000,254.67000000,130.55000000,0.39876000
734,2019-06-12,8127.64000000,261.15000000,135.32000000,0.40074000
735,2019-06-11,7884.90000000,244.29000000,135.69000000,0.39192000
736,2019-06-10,7982.75000000,246.51000000,129.15000000,0.39990000
737,2019-06-09,7628.13000000,230.98000000,114.66000000,0.38527000
738,2019-06-08,7893.62000000,243.25000000,118.01000000,0.40699000
739,2019-06-07,7980.53000000,248.77000000,116.71000000,0.41886000
740,2019-06-06,7786.70000000,248.76000000,111.19000000,0.41937000
741,2019-06-05,7776.50000000,245.63000000,103.66000000,0.40010000
742,2019-06-04,7687.03000000,241.39000000,102.20000000,0.39878000
743,2019-06-03,8115.82000000,249.91000000,105.99000000,0.41731000
744,2019-06-02,8725.98000000,268.88000000,114.39000000,0.44396000
745,2019-06-01,8544.07000000,264.33000000,112.35000000,0.42894000
746,2019-05-31,8555.00000000,267.90000000,114.60000000,0.43851000
747,2019-05-30,8269.54000000,254.56000000,107.78000000,0.41789000
748,2019-05-29,8645.68000000,268.83000000,115.06000000,0.44307000
749,2019-05-28,8715.64000000,271.03000000,114.81000000,0.44877000
750,2019-05-27,8756.32000000,270.53000000,116.30000000,0.43331000
751,2019-05-26,8614.43000000,264.45000000,111.00000000,0.40372000
752,2019-05-25,8025.41000000,250.22000000,102.66000000,0.38520000
753,2019-05-24,7964.87000000,248.87000000,100.50000000,0.38286000
754,2019-05-23,7851.51000000,244.56000000,88.61000000,0.37956000
755,2019-05-22,7628.43000000,243.64000000,87.74000000,0.37183000
756,2019-05-21,7904.87000000,253.43000000,90.79000000,0.39524000
757,2019-05-20,7938.15000000,250.37000000,91.10000000,0.39636000
758,2019-05-19,8148.48000000,259.51000000,94.58000000,0.41631000
759,2019-05-18,7257.45000000,233.60000000,86.51000000,0.37183000
760,2019-05-17,7355.26000000,244.30000000,89.76000000,0.38862000
761,2019-05-16,7866.59000000,264.25000000,95.49000000,0.41876000
762,2019-05-15,8169.87000000,248.10000000,102.02000000,0.45734000
763,2019-05-14,7947.56000000,216.40000000,91.17000000,0.40900000
764,2019-05-13,7790.71000000,195.84000000,87.16000000,0.32409000
765,2019-05-12,6967.31000000,188.11000000,84.73000000,0.31016000
766,2019-05-11,7076.22000000,190.20000000,86.59000000,0.31724000
767,2019-05-10,6373.33000000,172.91000000,77.11000000,0.29881000
768,2019-05-09,6209.18000000,170.90000000,74.19000000,0.29488000
769,2019-05-08,5987.29000000,170.85000000,74.44000000,0.29958000
770,2019-05-07,5846.34000000,169.18000000,74.61000000,0.29819000
771,2019-05-06,5747.79000000,173.00000000,74.94000000,0.30283000
772,2019-05-05,5775.62000000,163.05000000,75.70000000,0.30044000
773,2019-05-04,5829.45000000,163.70000000,77.77000000,0.30305000
774,2019-05-03,5772.69000000,168.06000000,79.22000000,0.30784000
775,2019-05-02,5492.87000000,161.81000000,73.68000000,0.30205000
776,2019-05-01,5383.20000000,160.19000000,73.36000000,0.30304000
777,2019-04-30,5320.81000000,161.83000000,74.32000000,0.30870000
778,2019-04-29,5238.14000000,155.11000000,67.87000000,0.29323000
779,2019-04-28,5307.52000000,157.85000000,69.89000000,0.29946000
780,2019-04-27,5295.69000000,159.31000000,72.23000000,0.29928000
781,2019-04-26,5314.10000000,157.95000000,73.82000000,0.30350000
782,2019-04-25,5219.90000000,154.72000000,71.78000000,0.29161000
783,2019-04-24,5415.00000000,164.78000000,72.85000000,0.29963000
784,2019-04-23,5493.31000000,169.16000000,73.70000000,0.31807000
785,2019-04-22,5357.14000000,170.52000000,76.51000000,0.32252000
786,2019-04-21,5256.14000000,168.59000000,76.65000000,0.31963000
787,2019-04-20,5291.73000000,172.88000000,81.15000000,0.32668000
788,2019-04-19,5258.68000000,172.64000000,82.05000000,0.32999000
789,2019-04-18,5258.44000000,173.33000000,81.68000000,0.33533000
790,2019-04-17,5202.82000000,165.75000000,78.77000000,0.33436000
791,2019-04-16,5173.72000000,165.37000000,80.27000000,0.32379000
792,2019-04-15,5024.95000000,159.95000000,78.07000000,0.31905000
793,2019-04-14,5131.30000000,167.23000000,83.28000000,0.32762000
794,2019-04-13,5045.22000000,162.99000000,77.62000000,0.32458000
795,2019-04-12,5048.01000000,163.19000000,78.47000000,0.32325000
796,2019-04-11,5017.37000000,164.07000000,78.88000000,0.32705000
797,2019-04-10,5308.25000000,177.12000000,88.16000000,0.35345000
798,2019-04-09,5150.00000000,174.60000000,86.17000000,0.34732000
799,2019-04-08,5236.90000000,178.72000000,88.57000000,0.35568000
800,2019-04-07,5170.27000000,174.21000000,91.55000000,0.36120000
801,2019-04-06,5043.89000000,165.50000000,92.21000000,0.35264000
802,2019-04-05,5004.95000000,164.77000000,88.24000000,0.36130000
803,2019-04-04,4898.66000000,157.36000000,84.70000000,0.32996000
804,2019-04-03,4932.60000000,159.96000000,85.19000000,0.34022000
805,2019-04-02,4857.29000000,163.31000000,76.78000000,0.35050000
806,2019-04-01,4144.56000000,141.24000000,60.45000000,0.31248000
807,2019-03-31,4103.95000000,141.38000000,60.48000000,0.30889000
808,2019-03-30,4106.97000000,142.46000000,60.45000000,0.31107000
809,2019-03-29,4103.25000000,143.25000000,61.45000000,0.30774000
810,2019-03-28,4027.81000000,137.86000000,60.50000000,0.30604000
811,2019-03-27,4038.05000000,139.45000000,61.44000000,0.31012000
812,2019-03-26,3948.55000000,134.18000000,58.79000000,0.30302000
813,2019-03-25,3936.12000000,133.98000000,59.04000000,0.30310000
814,2019-03-24,3992.18000000,136.09000000,59.82000000,0.30787000
